id,name,gender,dob,dobp,dod,dodp,image,enwiki
Q105864285,Choe Kang Il,male,1959-09-17,11,,,,
Q10665,Kim Jong-il,male,1941-02-16,11,2011-12-17,11,"Kim Jong-il on August 24, 2011.jpg",Kim Jong-il
Q110456,Kim Yong-nam,male,1928-02-04,11,,,Kim Yong-nam in Moscow (cropped).jpg,Kim Yong-nam
Q25035961,Kim Tok-hun,male,1961,9,,,,Kim Tok-hun
Q29841145,Kim Kwang-sop,male,1952-01-15,11,,,"2014-DG LI-Amb. Kwang Sop Kim, Permanent Rep of Korea (cropped).jpg",
Q30436217,Choe Son-hui,female,1958-02-09,11,,,Choe Son-hui.jpg,Choe Son-hui
Q310875,Kim Yong-il,male,1944-05-02,11,,,,Kim Yong-il
Q3434055,Ro Tu-chol,male,1944,9,,,,Ro Tu-chol
Q494800,Pak Pong-ju,male,1939-04-10,11,,,,Pak Pong-ju
Q56226,Kim Jong-un,male,1984-01-08,11,,,Kim Jong-un April 2019 (cropped).jpg,Kim Jong-un
Q56818689,Kim Jae-ryong,male,1939,9,,,,Kim Jae-ryong
Q714509,Choe Ryong-hae,male,1950-01-15,11,,,18th Summit of Non-Aligned Movement gets underway in Baku 005 (cropped).jpg,Choe Ryong-hae
